prob_id = 1001577 | rtt = 262.558 | hop = 18 | timestamp = 1701751285
prob_id = 14015 | rtt = 170.789 | hop = 14 | timestamp = 1701898876
prob_id = 14842 | rtt = 137.728 | hop = 19 | timestamp = 1701898888
prob_id = 22702 | rtt = 156.904 | hop = 12 | timestamp = 1701898888
prob_id = 24300 | rtt = 194.341 | hop = 16 | timestamp = 1701898885
prob_id = 24944 | rtt = 234.4 | hop = 15 | timestamp = 1701898883
prob_id = 3200 | rtt = 51.429 | hop = 13 | timestamp = 1701898877
prob_id = 32810 | rtt = 254.52 | hop = 18 | timestamp = 1701898879
prob_id = 33230 | rtt = 173.806 | hop = 10 | timestamp = 1701898892
prob_id = 33690 | rtt = 149.094 | hop = 13 | timestamp = 1701898890
prob_id = 50525 | rtt = 235.458 | hop = 11 | timestamp = 1701898882
prob_id = 50593 | rtt = 67.986 | hop = 16 | timestamp = 1701898884
prob_id = 51527 | rtt = 175.925 | hop = 13 | timestamp = 1701898881
prob_id = 53022 | rtt = 104.438 | hop = 17 | timestamp = 1701898877
prob_id = 53613 | rtt = 278.699 | hop = 15 | timestamp = 1701898887
prob_id = 55234 | rtt = 135.185 | hop = 16 | timestamp = 1701898883
prob_id = 60374 | rtt = 124.219 | hop = 12 | timestamp = 1701898875
prob_id = 60579 | rtt = 37.525 | hop = 14 | timestamp = 1701898880
prob_id = 60900 | rtt = 149.995 | hop = 17 | timestamp = 1701898883
prob_id = 61177 | rtt = 134.049 | hop = 14 | timestamp = 1701898879
prob_id = 62657 | rtt = 62.657 | hop = 15 | timestamp = 1701898889
prob_id = 1001577 | rtt = 260.747 | hop = 18 | timestamp = 1701902480
prob_id = 1002617 | rtt = 147.29 | hop = 14 | timestamp = 1701902482
prob_id = 1003564 | rtt = 136.995 | hop = 11 | timestamp = 1701902481
prob_id = 1003619 | rtt = 218.779 | hop = 16 | timestamp = 1701902481
prob_id = 1004568 | rtt = 237.281 | hop = 15 | timestamp = 1701902489
prob_id = 1005715 | rtt = 164.977 | hop = 16 | timestamp = 1701902489
prob_id = 1005758 | rtt = 114.992 | hop = 19 | timestamp = 1701902475
prob_id = 1006471 | rtt = 126.09 | hop = 20 | timestamp = 1701902479
prob_id = 1006691 | rtt = 155.734 | hop = 18 | timestamp = 1701902488
prob_id = 14015 | rtt = 170.385 | hop = 14 | timestamp = 1701902482
prob_id = 14842 | rtt = 133.902 | hop = 13 | timestamp = 1701902488
prob_id = 22702 | rtt = 160.325 | hop = 12 | timestamp = 1701902483
prob_id = 24300 | rtt = 192.051 | hop = 15 | timestamp = 1701902477
prob_id = 24944 | rtt = 234.526 | hop = 15 | timestamp = 1701902487
prob_id = 3200 | rtt = 50.911 | hop = 13 | timestamp = 1701902483
prob_id = 32810 | rtt = 255.306 | hop = 18 | timestamp = 1701902481
prob_id = 33230 | rtt = 173.89 | hop = 10 | timestamp = 1701902482
prob_id = 33690 | rtt = 148.328 | hop = 13 | timestamp = 1701902488
prob_id = 50525 | rtt = 242.952 | hop = 11 | timestamp = 1701902475
prob_id = 50593 | rtt = 67.747 | hop = 16 | timestamp = 1701902476
prob_id = 51527 | rtt = 175.446 | hop = 13 | timestamp = 1701902476
prob_id = 53022 | rtt = 104.263 | hop = 17 | timestamp = 1701902484
prob_id = 53613 | rtt = 293.742 | hop = 15 | timestamp = 1701902489
prob_id = 60374 | rtt = 123.725 | hop = 12 | timestamp = 1701902479
prob_id = 60579 | rtt = 40.378 | hop = 13 | timestamp = 1701902486
prob_id = 60900 | rtt = 145.326 | hop = 17 | timestamp = 1701902479
prob_id = 61177 | rtt = 134.298 | hop = 14 | timestamp = 1701902487
prob_id = 62657 | rtt = 63.682 | hop = 15 | timestamp = 1701902483
prob_id = 1001577 | rtt = 262.93 | hop = 18 | timestamp = 1701906088
prob_id = 1002617 | rtt = 148.651 | hop = 14 | timestamp = 1701906089
prob_id = 1003564 | rtt = 136.734 | hop = 13 | timestamp = 1701906085
prob_id = 1003619 | rtt = 222.019 | hop = 16 | timestamp = 1701906084
prob_id = 1004568 | rtt = 234.638 | hop = 15 | timestamp = 1701906077
prob_id = 1005715 | rtt = 164.966 | hop = 19 | timestamp = 1701906079
prob_id = 1005758 | rtt = 114.955 | hop = 19 | timestamp = 1701906084
prob_id = 1006471 | rtt = 118.422 | hop = 20 | timestamp = 1701906078
prob_id = 1006691 | rtt = 156.209 | hop = 18 | timestamp = 1701906089
prob_id = 14015 | rtt = 199.25 | hop = 14 | timestamp = 1701906076
prob_id = 14842 | rtt = 134.702 | hop = 14 | timestamp = 1701906089
prob_id = 22702 | rtt = 157.67 | hop = 12 | timestamp = 1701906078
prob_id = 24300 | rtt = 192.634 | hop = 16 | timestamp = 1701906084
prob_id = 24944 | rtt = 234.163 | hop = 15 | timestamp = 1701906088
prob_id = 3200 | rtt = 58.701 | hop = 13 | timestamp = 1701906082
prob_id = 32810 | rtt = 254.533 | hop = 18 | timestamp = 1701906084
prob_id = 33230 | rtt = 174.401 | hop = 11 | timestamp = 1701906067
prob_id = 33690 | rtt = 149.043 | hop = 13 | timestamp = 1701906080
prob_id = 50525 | rtt = 242.873 | hop = 11 | timestamp = 1701906081
prob_id = 50593 | rtt = 69.014 | hop = 16 | timestamp = 1701906077
prob_id = 53022 | rtt = 105.316 | hop = 17 | timestamp = 1701906083
prob_id = 53613 | rtt = 269.363 | hop = 15 | timestamp = 1701906077
prob_id = 55234 | rtt = 135.269 | hop = 16 | timestamp = 1701906081
prob_id = 60374 | rtt = 124.175 | hop = 12 | timestamp = 1701906079
prob_id = 60579 | rtt = 43.914 | hop = 14 | timestamp = 1701906088
prob_id = 60900 | rtt = 149.634 | hop = 17 | timestamp = 1701906078
prob_id = 61177 | rtt = 134.103 | hop = 14 | timestamp = 1701906081
prob_id = 62657 | rtt = 65.642 | hop = 15 | timestamp = 1701906084
prob_id = 1001577 | rtt = 263.63 | hop = 18 | timestamp = 1701909678
prob_id = 1002617 | rtt = 148.245 | hop = 14 | timestamp = 1701909684
prob_id = 1003564 | rtt = 137.216 | hop = 13 | timestamp = 1701909682
prob_id = 1004568 | rtt = 278.301 | hop = 15 | timestamp = 1701909684
prob_id = 1005715 | rtt = 165.087 | hop = 16 | timestamp = 1701909682
prob_id = 1005758 | rtt = 148.14 | hop = 18 | timestamp = 1701909688
prob_id = 1006471 | rtt = 157.614 | hop = 20 | timestamp = 1701909676
prob_id = 1006691 | rtt = 147.74 | hop = 18 | timestamp = 1701909678
prob_id = 14015 | rtt = 219.996 | hop = 16 | timestamp = 1701909674
prob_id = 14842 | rtt = 134.306 | hop = 14 | timestamp = 1701909683
prob_id = 22702 | rtt = 160.978 | hop = 12 | timestamp = 1701909686
prob_id = 24300 | rtt = 192.344 | hop = 16 | timestamp = 1701909677
prob_id = 24944 | rtt = 234.058 | hop = 15 | timestamp = 1701909680
prob_id = 3200 | rtt = 58.468 | hop = 13 | timestamp = 1701909674
prob_id = 33230 | rtt = 174.999 | hop = 10 | timestamp = 1701909675
prob_id = 33690 | rtt = 148.98 | hop = 13 | timestamp = 1701909687
prob_id = 50525 | rtt = 235.504 | hop = 11 | timestamp = 1701909684
prob_id = 50593 | rtt = 67.926 | hop = 16 | timestamp = 1701909685
prob_id = 51527 | rtt = 176.037 | hop = 13 | timestamp = 1701909683
prob_id = 53022 | rtt = 133.252 | hop = 17 | timestamp = 1701909680
prob_id = 53613 | rtt = 292.144 | hop = 15 | timestamp = 1701909682
prob_id = 55234 | rtt = 165.354 | hop = 16 | timestamp = 1701909676
prob_id = 60374 | rtt = 123.852 | hop = 12 | timestamp = 1701909682
prob_id = 60900 | rtt = 193.664 | hop = 17 | timestamp = 1701909689
prob_id = 61177 | rtt = 190.397 | hop = 14 | timestamp = 1701909680
prob_id = 62657 | rtt = 63.71 | hop = 15 | timestamp = 1701909675
prob_id = 1001577 | rtt = 261.247 | hop = 18 | timestamp = 1701913282
prob_id = 1002617 | rtt = 147.21 | hop = 14 | timestamp = 1701913284
prob_id = 1003564 | rtt = 137.453 | hop = 11 | timestamp = 1701913286
prob_id = 1003619 | rtt = 303.713 | hop = 15 | timestamp = 1701913278
prob_id = 1004568 | rtt = 273.493 | hop = 14 | timestamp = 1701913284
prob_id = 1005715 | rtt = 271.977 | hop = 16 | timestamp = 1701913288
prob_id = 1005758 | rtt = 116.965 | hop = 18 | timestamp = 1701913284
prob_id = 1006471 | rtt = 170.993 | hop = 19 | timestamp = 1701913285
prob_id = 1006691 | rtt = 158.592 | hop = 19 | timestamp = 1701913282
prob_id = 14015 | rtt = 174.008 | hop = 13 | timestamp = 1701913284
prob_id = 14842 | rtt = 181.528 | hop = 17 | timestamp = 1701913279
prob_id = 22702 | rtt = 161.11 | hop = 12 | timestamp = 1701913275
prob_id = 24300 | rtt = 191.426 | hop = 15 | timestamp = 1701913287
prob_id = 24944 | rtt = 234.201 | hop = 15 | timestamp = 1701913281
prob_id = 3200 | rtt = 50.539 | hop = 14 | timestamp = 1701913280
prob_id = 33230 | rtt = 173.76 | hop = 10 | timestamp = 1701913285
prob_id = 33690 | rtt = 148.978 | hop = 13 | timestamp = 1701913276
prob_id = 50525 | rtt = 238.089 | hop = 11 | timestamp = 1701913280
prob_id = 50593 | rtt = 68.256 | hop = 16 | timestamp = 1701913283
prob_id = 51527 | rtt = 176.027 | hop = 13 | timestamp = 1701913277
prob_id = 53022 | rtt = 104.491 | hop = 17 | timestamp = 1701913276
prob_id = 53613 | rtt = 318.454 | hop = 16 | timestamp = 1701913288
prob_id = 55234 | rtt = 165.027 | hop = 17 | timestamp = 1701913287
prob_id = 60374 | rtt = 123.648 | hop = 13 | timestamp = 1701913276
prob_id = 60579 | rtt = 42.024 | hop = 13 | timestamp = 1701913275
prob_id = 61177 | rtt = 195.381 | hop = 15 | timestamp = 1701913282
prob_id = 62657 | rtt = 64.754 | hop = 15 | timestamp = 1701913284
prob_id = 1001577 | rtt = 262.321 | hop = 18 | timestamp = 1701916883
prob_id = 1002617 | rtt = 148.19 | hop = 14 | timestamp = 1701916880
prob_id = 1003564 | rtt = 137.384 | hop = 11 | timestamp = 1701916879
prob_id = 1003619 | rtt = 292.093 | hop = 15 | timestamp = 1701916888
prob_id = 1004568 | rtt = 288.329 | hop = 14 | timestamp = 1701916880
prob_id = 1005715 | rtt = 165.057 | hop = 16 | timestamp = 1701916880
prob_id = 1006691 | rtt = 152.516 | hop = 19 | timestamp = 1701916877
prob_id = 14842 | rtt = 133.752 | hop = 14 | timestamp = 1701916879
prob_id = 22702 | rtt = 157.389 | hop = 13 | timestamp = 1701916879
prob_id = 24300 | rtt = 194.04 | hop = 16 | timestamp = 1701916878
prob_id = 24944 | rtt = 234.142 | hop = 15 | timestamp = 1701916888
prob_id = 33230 | rtt = 173.667 | hop = 10 | timestamp = 1701916888
prob_id = 33690 | rtt = 148.076 | hop = 13 | timestamp = 1701916880
prob_id = 50525 | rtt = 235.647 | hop = 11 | timestamp = 1701916884
prob_id = 50593 | rtt = 67.998 | hop = 16 | timestamp = 1701916888
prob_id = 51527 | rtt = 176.927 | hop = 13 | timestamp = 1701916885
prob_id = 53022 | rtt = 104.382 | hop = 17 | timestamp = 1701916888
prob_id = 55234 | rtt = 165.323 | hop = 17 | timestamp = 1701916884
prob_id = 60374 | rtt = 124.758 | hop = 12 | timestamp = 1701916883
prob_id = 60579 | rtt = 55.715 | hop = 12 | timestamp = 1701916884
prob_id = 60900 | rtt = 197.015 | hop = 18 | timestamp = 1701916876
prob_id = 61177 | rtt = 206.931 | hop = 15 | timestamp = 1701916887
prob_id = 62657 | rtt = 65.691 | hop = 15 | timestamp = 1701916888
prob_id = 1001577 | rtt = 266.957 | hop = 18 | timestamp = 1701920484
prob_id = 1002617 | rtt = 150.342 | hop = 14 | timestamp = 1701920487
prob_id = 1003564 | rtt = 140.528 | hop = 11 | timestamp = 1701920483
prob_id = 1003619 | rtt = 332.051 | hop = 16 | timestamp = 1701920486
prob_id = 1004568 | rtt = 282.741 | hop = 15 | timestamp = 1701920476
prob_id = 1005758 | rtt = 159.341 | hop = 18 | timestamp = 1701920487
prob_id = 1006471 | rtt = 161.53 | hop = 20 | timestamp = 1701920487
prob_id = 1006691 | rtt = 240.446 | hop = 18 | timestamp = 1701920482
prob_id = 14015 | rtt = 190.083 | hop = 16 | timestamp = 1701920481
prob_id = 22702 | rtt = 161.019 | hop = 12 | timestamp = 1701920483
prob_id = 24300 | rtt = 191.438 | hop = 15 | timestamp = 1701920484
prob_id = 24944 | rtt = 234.637 | hop = 15 | timestamp = 1701920479
prob_id = 3200 | rtt = 50.998 | hop = 13 | timestamp = 1701920481
prob_id = 33230 | rtt = 180.9 | hop = 10 | timestamp = 1701920486
prob_id = 33690 | rtt = 149.532 | hop = 13 | timestamp = 1701920475
prob_id = 50525 | rtt = 244.597 | hop = 11 | timestamp = 1701920482
prob_id = 50593 | rtt = 68.353 | hop = 16 | timestamp = 1701920480
prob_id = 51527 | rtt = 182.966 | hop = 13 | timestamp = 1701920488
prob_id = 53022 | rtt = 104.24 | hop = 17 | timestamp = 1701920485
prob_id = 53613 | rtt = 346.068 | hop = 15 | timestamp = 1701920488
prob_id = 55234 | rtt = 166.808 | hop = 16 | timestamp = 1701920482
prob_id = 60374 | rtt = 128.767 | hop = 12 | timestamp = 1701920481
prob_id = 60579 | rtt = 38.309 | hop = 13 | timestamp = 1701920482
prob_id = 60900 | rtt = 192.669 | hop = 17 | timestamp = 1701920477
prob_id = 61177 | rtt = 179.078 | hop = 15 | timestamp = 1701920476
prob_id = 62657 | rtt = 64.586 | hop = 15 | timestamp = 1701920480
prob_id = 1001577 | rtt = 268.803 | hop = 18 | timestamp = 1701924082
prob_id = 1002617 | rtt = 147.278 | hop = 14 | timestamp = 1701924085
prob_id = 1003564 | rtt = 137.459 | hop = 11 | timestamp = 1701924083
prob_id = 1004568 | rtt = 247.761 | hop = 15 | timestamp = 1701924082
prob_id = 1005715 | rtt = 165.111 | hop = 19 | timestamp = 1701924079
prob_id = 1005758 | rtt = 214.738 | hop = 19 | timestamp = 1701924076
prob_id = 1006471 | rtt = 121.854 | hop = 20 | timestamp = 1701924076
prob_id = 1006691 | rtt = 148.335 | hop = 18 | timestamp = 1701924084
prob_id = 14015 | rtt = 207.528 | hop = 14 | timestamp = 1701924081
prob_id = 22702 | rtt = 157.137 | hop = 12 | timestamp = 1701924081
prob_id = 24300 | rtt = 191.275 | hop = 15 | timestamp = 1701924086
prob_id = 24944 | rtt = 234.319 | hop = 15 | timestamp = 1701924083
prob_id = 3200 | rtt = 51.273 | hop = 13 | timestamp = 1701924076
prob_id = 33690 | rtt = 149.109 | hop = 13 | timestamp = 1701924081
prob_id = 50525 | rtt = 240.135 | hop = 11 | timestamp = 1701924080
prob_id = 50593 | rtt = 69.114 | hop = 16 | timestamp = 1701924088
prob_id = 51527 | rtt = 175.937 | hop = 13 | timestamp = 1701924089
prob_id = 53022 | rtt = 103.099 | hop = 17 | timestamp = 1701924085
prob_id = 53613 | rtt = 298.279 | hop = 15 | timestamp = 1701924084
prob_id = 55234 | rtt = 170.194 | hop = 16 | timestamp = 1701924078
prob_id = 60374 | rtt = 124.006 | hop = 12 | timestamp = 1701924087
prob_id = 60579 | rtt = 37.794 | hop = 13 | timestamp = 1701924087
prob_id = 61177 | rtt = 172.636 | hop = 15 | timestamp = 1701924076
prob_id = 62657 | rtt = 64.45 | hop = 15 | timestamp = 1701924087
prob_id = 1001577 | rtt = 262.0 | hop = 18 | timestamp = 1701927684
prob_id = 1002617 | rtt = 147.369 | hop = 14 | timestamp = 1701927688
prob_id = 1003564 | rtt = 137.372 | hop = 11 | timestamp = 1701927682
prob_id = 1003619 | rtt = 257.285 | hop = 15 | timestamp = 1701927686
prob_id = 1004568 | rtt = 237.857 | hop = 14 | timestamp = 1701927675
prob_id = 1005715 | rtt = 164.937 | hop = 19 | timestamp = 1701927682
prob_id = 1005758 | rtt = 137.319 | hop = 18 | timestamp = 1701927688
prob_id = 1006471 | rtt = 148.647 | hop = 18 | timestamp = 1701927683
prob_id = 1006691 | rtt = 155.317 | hop = 19 | timestamp = 1701927681
prob_id = 14015 | rtt = 174.964 | hop = 13 | timestamp = 1701927683
prob_id = 14842 | rtt = 165.8 | hop = 17 | timestamp = 1701927689
prob_id = 22702 | rtt = 160.753 | hop = 12 | timestamp = 1701927683
prob_id = 24300 | rtt = 194.044 | hop = 16 | timestamp = 1701927688
prob_id = 24944 | rtt = 235.065 | hop = 15 | timestamp = 1701927688
prob_id = 3200 | rtt = 50.261 | hop = 14 | timestamp = 1701927677
prob_id = 33690 | rtt = 149.205 | hop = 13 | timestamp = 1701927685
prob_id = 50525 | rtt = 239.743 | hop = 11 | timestamp = 1701927676
prob_id = 50593 | rtt = 69.261 | hop = 16 | timestamp = 1701927688
prob_id = 53022 | rtt = 103.984 | hop = 17 | timestamp = 1701927687
prob_id = 53613 | rtt = 272.773 | hop = 16 | timestamp = 1701927680
prob_id = 55234 | rtt = 135.183 | hop = 17 | timestamp = 1701927685
prob_id = 60374 | rtt = 124.235 | hop = 12 | timestamp = 1701927683
prob_id = 60579 | rtt = 38.972 | hop = 13 | timestamp = 1701927678
prob_id = 60900 | rtt = 152.107 | hop = 18 | timestamp = 1701927686
prob_id = 61177 | rtt = 130.766 | hop = 14 | timestamp = 1701927689
prob_id = 62657 | rtt = 63.72 | hop = 15 | timestamp = 1701927676
prob_id = 1001577 | rtt = 261.042 | hop = 18 | timestamp = 1701931281
prob_id = 1002617 | rtt = 148.163 | hop = 14 | timestamp = 1701931278
prob_id = 1003564 | rtt = 136.816 | hop = 13 | timestamp = 1701931289
prob_id = 1003619 | rtt = 219.557 | hop = 15 | timestamp = 1701931283
prob_id = 1004568 | rtt = 240.033 | hop = 14 | timestamp = 1701931281
prob_id = 1005715 | rtt = 164.972 | hop = 19 | timestamp = 1701931289
prob_id = 1005758 | rtt = 114.91 | hop = 18 | timestamp = 1701931283
prob_id = 1006471 | rtt = 117.89 | hop = 18 | timestamp = 1701931283
prob_id = 1006691 | rtt = 147.509 | hop = 19 | timestamp = 1701931282
prob_id = 14015 | rtt = 172.839 | hop = 13 | timestamp = 1701931282
prob_id = 14842 | rtt = 140.774 | hop = 14 | timestamp = 1701931278
prob_id = 22702 | rtt = 164.192 | hop = 12 | timestamp = 1701931289
prob_id = 24300 | rtt = 192.223 | hop = 15 | timestamp = 1701931289
prob_id = 24944 | rtt = 234.487 | hop = 15 | timestamp = 1701931275
prob_id = 3200 | rtt = 51.415 | hop = 14 | timestamp = 1701931286
prob_id = 33230 | rtt = 181.031 | hop = 10 | timestamp = 1701931282
prob_id = 33690 | rtt = 155.559 | hop = 13 | timestamp = 1701931282
prob_id = 50525 | rtt = 235.168 | hop = 11 | timestamp = 1701931279
prob_id = 50593 | rtt = 68.614 | hop = 16 | timestamp = 1701931289
prob_id = 51527 | rtt = 176.04 | hop = 13 | timestamp = 1701931281
prob_id = 53022 | rtt = 104.359 | hop = 17 | timestamp = 1701931287
prob_id = 53613 | rtt = 276.075 | hop = 16 | timestamp = 1701931285
prob_id = 55234 | rtt = 135.223 | hop = 17 | timestamp = 1701931275
prob_id = 60374 | rtt = 123.601 | hop = 12 | timestamp = 1701931289
prob_id = 60579 | rtt = 38.496 | hop = 12 | timestamp = 1701931288
prob_id = 60900 | rtt = 156.996 | hop = 18 | timestamp = 1701931284
prob_id = 61177 | rtt = 130.355 | hop = 14 | timestamp = 1701931288
prob_id = 62657 | rtt = 63.708 | hop = 15 | timestamp = 1701931279
prob_id = 1001577 | rtt = 264.916 | hop = 18 | timestamp = 1701934886
prob_id = 1002617 | rtt = 149.042 | hop = 14 | timestamp = 1701934884
prob_id = 1003564 | rtt = 138.138 | hop = 13 | timestamp = 1701934882
prob_id = 1003619 | rtt = 221.912 | hop = 15 | timestamp = 1701934881
prob_id = 1004568 | rtt = 237.079 | hop = 14 | timestamp = 1701934887
prob_id = 1005715 | rtt = 165.196 | hop = 19 | timestamp = 1701934879
prob_id = 1005758 | rtt = 114.9 | hop = 18 | timestamp = 1701934889
prob_id = 1006471 | rtt = 115.968 | hop = 19 | timestamp = 1701934888
prob_id = 1006691 | rtt = 149.475 | hop = 19 | timestamp = 1701934882
prob_id = 14015 | rtt = 171.763 | hop = 13 | timestamp = 1701934876
prob_id = 14842 | rtt = 144.893 | hop = 18 | timestamp = 1701934883
prob_id = 22702 | rtt = 163.912 | hop = 12 | timestamp = 1701934884
prob_id = 24300 | rtt = 191.402 | hop = 15 | timestamp = 1701934880
prob_id = 24944 | rtt = 234.514 | hop = 15 | timestamp = 1701934885
prob_id = 3200 | rtt = 51.823 | hop = 14 | timestamp = 1701934878
prob_id = 32810 | rtt = 254.015 | hop = 18 | timestamp = 1701934885
prob_id = 33230 | rtt = 180.863 | hop = 11 | timestamp = 1701934895
prob_id = 33690 | rtt = 155.491 | hop = 13 | timestamp = 1701934887
prob_id = 50525 | rtt = 238.117 | hop = 11 | timestamp = 1701934881
prob_id = 50593 | rtt = 68.603 | hop = 16 | timestamp = 1701934886
prob_id = 51527 | rtt = 175.987 | hop = 13 | timestamp = 1701934878
prob_id = 53022 | rtt = 104.288 | hop = 17 | timestamp = 1701934888
prob_id = 53613 | rtt = 268.407 | hop = 16 | timestamp = 1701934878
prob_id = 55234 | rtt = 135.093 | hop = 17 | timestamp = 1701934877
prob_id = 60374 | rtt = 124.103 | hop = 12 | timestamp = 1701934876
prob_id = 60579 | rtt = 36.318 | hop = 12 | timestamp = 1701934881
prob_id = 60900 | rtt = 159.863 | hop = 18 | timestamp = 1701934879
prob_id = 61177 | rtt = 130.209 | hop = 14 | timestamp = 1701934880
prob_id = 62657 | rtt = 62.685 | hop = 15 | timestamp = 1701934889
prob_id = 1001577 | rtt = 259.769 | hop = 18 | timestamp = 1701938480
prob_id = 1002617 | rtt = 156.508 | hop = 14 | timestamp = 1701938480
prob_id = 1003564 | rtt = 141.448 | hop = 13 | timestamp = 1701938486
prob_id = 1003619 | rtt = 229.705 | hop = 15 | timestamp = 1701938483
prob_id = 1004568 | rtt = 234.495 | hop = 14 | timestamp = 1701938486
prob_id = 1005715 | rtt = 166.007 | hop = 19 | timestamp = 1701938489
prob_id = 1005758 | rtt = 114.761 | hop = 17 | timestamp = 1701938477
prob_id = 1006471 | rtt = 122.541 | hop = 19 | timestamp = 1701938477
prob_id = 1006691 | rtt = 163.151 | hop = 19 | timestamp = 1701938478
prob_id = 14015 | rtt = 173.159 | hop = 13 | timestamp = 1701938479
prob_id = 14842 | rtt = 121.921 | hop = 13 | timestamp = 1701938485
prob_id = 22702 | rtt = 153.464 | hop = 12 | timestamp = 1701938486
prob_id = 24300 | rtt = 191.675 | hop = 15 | timestamp = 1701938481
prob_id = 24944 | rtt = 234.565 | hop = 15 | timestamp = 1701938486
prob_id = 3200 | rtt = 59.636 | hop = 14 | timestamp = 1701938483
prob_id = 32810 | rtt = 264.372 | hop = 18 | timestamp = 1701938478
prob_id = 33230 | rtt = 177.551 | hop = 10 | timestamp = 1701938488
prob_id = 33690 | rtt = 167.451 | hop = 13 | timestamp = 1701938494
prob_id = 50525 | rtt = 243.808 | hop = 11 | timestamp = 1701938476
prob_id = 50593 | rtt = 73.524 | hop = 16 | timestamp = 1701938476
prob_id = 51527 | rtt = 185.838 | hop = 13 | timestamp = 1701938487
prob_id = 53022 | rtt = 104.443 | hop = 17 | timestamp = 1701938477
prob_id = 53613 | rtt = 290.678 | hop = 16 | timestamp = 1701938484
prob_id = 55234 | rtt = 135.216 | hop = 17 | timestamp = 1701938486
prob_id = 60374 | rtt = 123.695 | hop = 12 | timestamp = 1701938483
prob_id = 60579 | rtt = 46.97 | hop = 12 | timestamp = 1701938487
prob_id = 60900 | rtt = 135.167 | hop = 13 | timestamp = 1701938479
prob_id = 61177 | rtt = 136.334 | hop = 9 | timestamp = 1701938480
prob_id = 62657 | rtt = 70.627 | hop = 15 | timestamp = 1701938481
prob_id = 1002617 | rtt = 155.365 | hop = 14 | timestamp = 1701942083
prob_id = 1003564 | rtt = 140.202 | hop = 13 | timestamp = 1701942079
prob_id = 1003619 | rtt = 229.366 | hop = 15 | timestamp = 1701942089
prob_id = 1004568 | rtt = 235.86 | hop = 15 | timestamp = 1701942081
prob_id = 1005715 | rtt = 165.919 | hop = 16 | timestamp = 1701942086
prob_id = 1005758 | rtt = 114.999 | hop = 19 | timestamp = 1701942084
prob_id = 1006471 | rtt = 124.67 | hop = 19 | timestamp = 1701942088
prob_id = 1006691 | rtt = 172.209 | hop = 18 | timestamp = 1701942077
prob_id = 14015 | rtt = 173.206 | hop = 16 | timestamp = 1701942084
prob_id = 14842 | rtt = 121.674 | hop = 13 | timestamp = 1701942087
prob_id = 22702 | rtt = 154.356 | hop = 12 | timestamp = 1701942079
prob_id = 24300 | rtt = 191.95 | hop = 15 | timestamp = 1701942079
prob_id = 24944 | rtt = 234.41 | hop = 15 | timestamp = 1701942080
prob_id = 3200 | rtt = 59.265 | hop = 13 | timestamp = 1701942082
prob_id = 32810 | rtt = 263.639 | hop = 18 | timestamp = 1701942079
prob_id = 33230 | rtt = 177.767 | hop = 10 | timestamp = 1701942086
prob_id = 33690 | rtt = 167.399 | hop = 13 | timestamp = 1701942085
prob_id = 50525 | rtt = 272.615 | hop = 11 | timestamp = 1701942080
prob_id = 50593 | rtt = 73.543 | hop = 16 | timestamp = 1701942077
prob_id = 51527 | rtt = 185.776 | hop = 13 | timestamp = 1701942089
prob_id = 53022 | rtt = 104.918 | hop = 16 | timestamp = 1701942088
prob_id = 53613 | rtt = 266.761 | hop = 15 | timestamp = 1701942081
prob_id = 55234 | rtt = 135.161 | hop = 16 | timestamp = 1701942083
prob_id = 60374 | rtt = 123.587 | hop = 12 | timestamp = 1701942082
prob_id = 60579 | rtt = 47.499 | hop = 13 | timestamp = 1701942089
prob_id = 60900 | rtt = 134.931 | hop = 13 | timestamp = 1701942076
prob_id = 61177 | rtt = 135.171 | hop = 9 | timestamp = 1701942076
prob_id = 62657 | rtt = 70.782 | hop = 15 | timestamp = 1701942077
prob_id = 1002617 | rtt = 155.402 | hop = 14 | timestamp = 1701945676
prob_id = 1003564 | rtt = 140.441 | hop = 13 | timestamp = 1701945684
prob_id = 1003619 | rtt = 230.757 | hop = 15 | timestamp = 1701945680
prob_id = 1004568 | rtt = 326.009 | hop = 15 | timestamp = 1701945681
prob_id = 1005715 | rtt = 165.914 | hop = 16 | timestamp = 1701945687
prob_id = 1005758 | rtt = 114.813 | hop = 19 | timestamp = 1701945688
prob_id = 1006471 | rtt = 129.781 | hop = 19 | timestamp = 1701945683
prob_id = 1006691 | rtt = 163.289 | hop = 18 | timestamp = 1701945686
prob_id = 14015 | rtt = 172.268 | hop = 14 | timestamp = 1701945685
prob_id = 14842 | rtt = 121.708 | hop = 13 | timestamp = 1701945677
prob_id = 22702 | rtt = 150.472 | hop = 12 | timestamp = 1701945675
prob_id = 24300 | rtt = 192.25 | hop = 16 | timestamp = 1701945678
prob_id = 24944 | rtt = 234.094 | hop = 15 | timestamp = 1701945681
prob_id = 3200 | rtt = 57.655 | hop = 13 | timestamp = 1701945676
prob_id = 32810 | rtt = 263.828 | hop = 18 | timestamp = 1701945675
prob_id = 33230 | rtt = 177.727 | hop = 10 | timestamp = 1701945683
prob_id = 33690 | rtt = 167.663 | hop = 13 | timestamp = 1701945689
prob_id = 50525 | rtt = 255.102 | hop = 11 | timestamp = 1701945685
prob_id = 50593 | rtt = 72.145 | hop = 16 | timestamp = 1701945675
prob_id = 51527 | rtt = 185.732 | hop = 13 | timestamp = 1701945683
prob_id = 53022 | rtt = 103.225 | hop = 17 | timestamp = 1701945675
prob_id = 53613 | rtt = 289.224 | hop = 15 | timestamp = 1701945680
